OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W,INPUT_2_Z,INPUT_2_Y,INPUT_2_X,INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W,OUTPUT_0_Z,OUTPUT_0_Y,OUTPUT_0_X,OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,CompileProgram_TT_HOST_FUNC [ns],HWCommandQueue_write_buffer_TT_HOST_FUNC [ns]
ShardedToInterleavedDeviceOperation,tt_dnn_device,508,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,32,,23761296313,24212507899,451211586,11624575689154,11624575776678,734431557,87524,87053,86412,245,10738,11067,10883,,0,0,1,1,16384,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/5256058712358150740/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[4194304.0],[8388608.0],450481780,1312795
BinaryDeviceOperation,tt_dnn_device,509,0,{'activations': 'std::nullopt'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_tensor_a_activation': 'std::nullopt'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,64,,24480397673,24991313023,510915350,11625343030828,11625343093296,767254150,62468,62009,61358,59564,60086,60298,60920,,0,0,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1,1,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/data_movement/bcast/device/kernels/compute/bcast_hw.cpp'],['bcast_hw/6814982145368264578/'],['ttnn/cpp/ttnn/operations/data_movement/bcast/device/kernels/dataflow/reader_bcast_hw_interleaved_partitioned.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_bcast_hw_interleaved_partitioned/9200620982314476988/'; 'writer_unary_interleaved_start_id/14880723090052350912/'],971,971,7,[8639.1435546875; 2.109165906906128],[8639.1435546875],509852235,15856
UnaryDeviceOperation,tt_dnn_device,510,0,{'fp32_dest_acc_en': 'false'; 'op_chain': '{UnaryWithParam(op_type=UnaryOpType::RECIP;param={})}'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'preserve_fp32_precision': 'false'},HiFi4,64,,25170818108,25715526345,544708237,11626056882357,11626056965287,713789061,82930,82463,81832,78697,79217,81793,80666,,0,0,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['tt_metal/kernels/compute/eltwise_sfpu.cpp'],['eltwise_sfpu/12643819015213588442/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_unary_interleaved_start_id/4661491229005780515/'; 'writer_unary_interleaved_start_id/12718919963931934929/'],1,1,1,[],[],543473200,14918
BinaryDeviceOperation,tt_dnn_device,511,0,{'activations': 'std::nullopt'; 'binary_op_type': 'BinaryOpType::MUL'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_tensor_a_activation': 'std::nullopt'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,64,,25909678193,26369366819,459688626,11626701142611,11626701224440,644177324,81829,81377,80731,80103,80650,80678,80384,,0,0,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp'],['eltwise_binary_kernel/1448020553077826534/'],['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/dataflow/reader_binary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_binary_interleaved_start_id/18057431820578390685/'; 'writer_unary_interleaved_start_id/14880723090052350912/'],1941,1941,1,[4321.796875; 4321.796875],[4321.796875],458574576,17140
Softmax,tt_dnn_device,512,0,{'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=HiFi4;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'inplace': 'false'; 'is_causal_mask': 'false'; 'is_scale_causal_mask_hw_dims_softmax': 'false'; 'numeric_stable': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'program_config': 'SoftmaxDefaultProgramConfig()'; 'scale': 'std::nullopt'},HiFi4,64,,26551969595,27358832038,806862443,11627676225879,11627676302588,975001439,76709,76214,75365,61298,74097,74744,74476,,0,0,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/compute/softmax.cpp'],['softmax/3026768539105430760/'],['ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/dataflow/reader_unary_interleaved_sm.cpp'; 'ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked_sm.cpp'],['reader_unary_interleaved_sm/13973511921817207512/'; 'writer_unary_interleaved_start_id_blocked_sm/16590046152412383652/'],1,1,1,[8388608.0],[8388608.0],805281816,16243
InterleavedToShardedDeviceOperation,tt_dnn_device,513,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=3;y=7)]};shape={512; 256};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},HiFi4,32,,27940886152,27941771204,885052,11628251082232,11628251149163,574779644,66931,66461,65810,56360,65819,66163,66022,,0,0,1,1,16384,256,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels//compute/eltwise_copy.cpp'],['eltwise_copy/1396072540151930932/'],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_sharded_blocks_interleaved_start_id/11146927516029688010/'; 'writer_unary_sharded/3952681489621149136/'],1,1,1,[8388608.0],[4194304.0],521168,5590
Matmul,tt_dnn_device,514,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'std::nullopt'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,32,,28135268408,28654280105,519011697,11628952859713,11628952869709,701710550,9996,9554,8700,281,8759,9149,8520,,0,0,1,1,16384,256,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,1,1,256,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/2678289916412063868/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_padding/1651752859837088099/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/17187514272355907538/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/270687163385131767/'],2048,2048,1,[2048.0; 8.0],[256.0],517613587,17074
ShardedToInterleavedDeviceOperation,tt_dnn_device,515,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,32,,29183132844,29644298592,461165748,11629928686036,11629928698566,975816327,12530,12066,11414,260,1793,2155,1959,,0,0,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/9099337820075121584/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[524288.0],[1048576.0],460477274,16628
InterleavedToShardedDeviceOperation,tt_dnn_device,516,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=3;y=7)]};shape={512; 32};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},HiFi4,32,,29748049904,29749285473,1235569,11630032418764,11630032428558,103720198,9794,9302,8664,7265,8684,9006,8882,,0,0,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels//compute/eltwise_copy.cpp'],['eltwise_copy/1396072540151930932/'],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_sharded_blocks_interleaved_start_id/11146927516029688010/'; 'writer_unary_sharded/3952681489621149136/'],1,1,1,[1048576.0],[524288.0],834800,9300
Matmul,tt_dnn_device,517,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'std::nullopt'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': '(x=4;y=8)'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,32,,29807115948,30475611607,668495659,11630747660241,11630747664313,715231683,4072,3632,2786,274,2752,3129,2892,,0,0,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,1,1,32,32,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,32,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/12505642850768542193/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_padding/6758522904074289363/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/1582154362855889127/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/5464694015921976047/'],128,128,3,[4096.0; 8.0],[4096.0],666974545,16533
ShardedToInterleavedDeviceOperation,tt_dnn_device,518,0,{'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,32,,30530508917,30531209347,700430,11630803053370,11630803066938,55389057,13568,13095,12445,243,1776,2127,1942,,0,0,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/deprecated/tt_dnn/kernels/compute/eltwise_copy.cpp'],['eltwise_copy/9099337820075121584/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15101280019659548953/'; 'writer_unary_sharded_blocks_interleaved_start_id/15530288891831265861/'],1,1,1,[524288.0],[1048576.0],436947,5162
BinaryDeviceOperation,tt_dnn_device,519,0,{'activations': 'std::nullopt'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'input_tensor_a_activation': 'std::nullopt'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},HiFi4,64,,30619019350,31093132827,474113477,11631356425424,11631356438104,553358486,12680,12211,11575,10769,11320,10744,10961,,0,0,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/compute/eltwise_binary_kernel.cpp'],['eltwise_binary_kernel/8723904342856240078/'],['ttnn/cpp/ttnn/operations/eltwise/binary/device/kernels/dataflow/reader_binary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'],['reader_binary_interleaved_start_id/18057431820578390685/'; 'writer_unary_interleaved_start_id/14880723090052350912/'],242,242,1,[4332.95849609375; 4332.95849609375],[4332.95849609375],473184636,17405
LayerNorm,tt_dnn_device,520,0,{'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'distributed_norm_stage': 'DistributedLayerNormStage::NOT_DISTRIBUTED'; 'eps': '1e-12'; 'norm_type': 'LayerNormType::LAYERNORM'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'program_config': 'LayerNormDefaultProgramConfig()'},LoFi,64,,31196713838,31198113213,1399375,11631460127189,11631460163429,103689085,36240,35765,34779,29208,34634,35057,34604,,0,0,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1,1,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,32,32,TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/compute/layernorm.cpp'],['layernorm/2301825418527686110/'],['ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp'; 'ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_interleaved_start_id_blocked.cpp'],['reader_unary_interleaved_ln/8558639076400257920/'; 'writer_unary_interleaved_start_id_blocked/8373741100055074674/'],1,1,1,[1048576.0],[1048576.0],755916,6380
InterleavedToShardedDeviceOperation,tt_dnn_device,521,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=3;y=7)]};shape={512; 32};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},HiFi4,32,,31271021485,31272140772,1119287,11631533192879,11631533202335,73029450,9456,8986,8361,6965,8357,8677,8541,,0,0,1,1,16384,32,TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels//compute/eltwise_copy.cpp'],['eltwise_copy/1396072540151930932/'],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_sharded_blocks_interleaved_start_id/11146927516029688010/'; 'writer_unary_sharded/3952681489621149136/'],1,1,1,[1048576.0],[524288.0],761885,8970
Matmul,tt_dnn_device,522,0,{'bcast_batch': '1'; 'compute_kernel_config': 'WormholeComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=0)'; 'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'output_tile': 'std::nullopt'; 'program_config': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': '(x=4;y=8)'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},LoFi,32,,31330806836,31966590851,635784015,11632217129381,11632217136878,683927046,7497,7049,6200,283,6223,6570,6313,,0,0,1,1,16384,32,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,1,1,32,128,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,32,128,TILE,BFLOAT8_B,DEV_0_DRAM_INTERLEAVED,1,1,16384,128,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/1182846971533892827/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'],['reader_bmm_tile_layout_in0_sender_padding/6758522904074289363/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/2644397097496484433/'; 'reader_bmm_tile_layout_in1_receiver_writer_padding/2961609101746011058/'],512,512,14,[1024.0; 8.0],[4096.0],634788297,17501
ShardedToInterleavedDeviceOperation,tt_dnn_device,523,0,{'output_dtype': 'DataType::BFLOAT8_B'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'},,32,,32054271208,32457443693,403172485,11632701133663,11632701159588,483996785,25925,25156,25156,261,,,,,0,0,1,1,16384,128,TILE,BFLOAT8_B,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,16384,128,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,[],[],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'],['reader_unary_sharded/15283779269407892238/'; 'writer_unary_sharded_blocks_interleaved_start_id/16514885294805668245/'],1,1,1,[2097152.0],[2097152.0],402612352,13335
Untilize,tt_dnn_device,524,0,{'fp32_dest_acc_en': 'false'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt)'; 'use_multicore': 'true'; 'use_pack_untilize': 'true'},HiFi4,64,,32566172346,33057109108,490936762,11633291974706,11633291999578,590815118,24872,24409,23785,14895,15494,14383,19649,,0,0,1,1,16384,128,TILE,BFLOAT8_B,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,128,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,['ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/11731545892145802375/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize/device/kernels/dataflow/writer_unary_stick_layout_split_rows_interleaved.cpp'],['reader_unary_interleaved_start_id/6324967099629030339/'; 'writer_unary_stick_layout_split_rows_interleaved/9881292149810880302/'],1,1,1,[2097152.0],[4194304.0],489987040,56777
InterleavedToShardedDeviceOperation,tt_dnn_device,525,0,{'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={256; 128};orientation=ShardOrientation::ROW_MAJOR;halo=0))'},,64,,33550178980,33953702087,403523107,11634175557714,11634175575406,883558136,17692,16850,16850,16722,,,,,0,0,1,1,16384,128,ROW_MAJOR,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1,1,16384,128,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_stick_layout_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'],['reader_unary_stick_layout_sharded_blocks_interleaved_start_id/5134760740413969132/'; 'writer_unary_sharded/1940611696153341954/'],1,1,1,[4194304.0],[4194304.0],402706132,55976
HaloDeviceOperation,tt_dnn_device,526,0,{'config_': 'SlidingWindowConfig(batch_size=1; input_hw=(128;128); window_hw=(3;3); stride_hw=(1;1); pad_hw=(1;1); dilation_hw=(1;1); num_cores_nhw=64; core_range_set_={[(x=0;y=0) - (x=7;y=7)]})'; 'is_out_tiled_': 'true'; 'max_out_nsticks_per_core_': '520'; 'output_memory_config_': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec(grid={[(x=0;y=0) - (x=7;y=7)]};shape={256; 128};orientation=ShardOrientation::ROW_MAJOR;halo=0))'; 'pad_val_': '0'; 'parallel_config_': 'ParallelConfig(grid={[(x=0;y=0) - (x=7;y=7)]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read_': 'false'; 'reshard_num_cores_nhw_': '0'; 'transpose_mcast_': 'false'},,64,,33969073627,34381707429,412633802,11634597251572,11634597267176,421676166,15604,14411,2974,14207,,,,,0,0,1,1,16384,128,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1,1,33280,128,ROW_MAJOR,BFLOAT16,DEV_0_L1_HEIGHT_SHARDED,[],[],['ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/untilize_with_halo_v2/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/16489599880736732467/'; 'halo_gather/9329418651999658770/'],1,1,1,[4194304.0],[8519680.0],407874401,232754
